,ACG.L,ACG.R,AMYG.L,AMYG.R,ANG.L,ANG.R,CAU.L,CAU.R,CUN.L,CUN.R,DCG.L,DCG.R,FFG.L,FFG.R,HIP.L,HIP.R,IFGoperc.L,IFGoperc.R,IFGtriang.L,IFGtriang.R,INS.L,INS.R,IOG.L,IOG.R,IPL.L,IPL.R,ITG.L,ITG.R,LING.L,LING.R,MFG.L,MFG.R,MTG.L,MTG.R,ORBinf.L,ORBinf.R,ORBmid.L,ORBmid.R,ORBsup.L,ORBsup.R,ORBsupmed.L,ORBsupmed.R,PCG.L,PCG.R,PCUN.L,PCUN.R,PHG.L,PHG.R,PoCG.L,PoCG.R,PreCG.L,PreCG.R,PUT.L,PUT.R,ROL.L,ROL.R,SFGdor.L,SFGdor.R,SFGmed.L,SFGmed.R,SPG.L,SPG.R,STG.L,STG.R,THA.L,THA.R,TPOmid.L,TPOmid.R,TPOsup.L,TPOsup.R,response
0,-0.03082607,-0.014690339,0.127699039,0.059144894,-0.027215971,0.079609123,0.125092433,0.180778675,0.184283877,0.152711581,0.063641194,0.134015986,0.228658395,0.062975561,0.06408615,0.06434594,-0.058090701,0.105250546,0.117103309,0.12009746,0.002662665,0.029376269,0.269213351,0.290028631,0.035268185,0.125516711,0.192075709,0.211714967,0.034452666,0.037793079,0.012232977,0.147455836,0.055596302,0.119812729,-0.098654693,0.000521767,0.020891746,0.004164429,-0.005042024,0.030409808,-0.016480666,0.075463625,0.151327803,0.242236011,0.094043067,0.212144837,0.019139832,0.016356983,0.059804223,0.124875176,0.117294353,0.164288358,0.08346447,0.066800432,-0.105482916,-0.017329209,-0.040571505,0.060909607,-0.079734461,0.018450649,0.059275476,0.235660673,0.053446115,0.125669329,0.110693981,0.220662802,0.08868715,0.097647024,0.007550621,0.220724425,-1
1,0.052920856,0.051249426,0.073546386,0.041369496,-0.058271083,-0.07762418,-0.120725539,-0.097051916,-0.056947803,-0.099227096,0.03597203,0.011306944,0.035401422,0.023677535,0.060053429,0.036193897,-0.066413004,0.058493487,-0.074418981,0.023554254,0.02177607,0.055643634,-0.036311208,-0.014341523,-0.022618975,-0.013452252,-0.01056328,-0.020629978,-0.005240885,-0.088885827,-0.090700285,-0.084450559,0.019782159,0.058259441,0.027931636,0.006592305,-0.05345212,-0.099209822,0.023769594,-0.039694337,0.037234875,0.025387175,0.056905005,-0.033641366,-0.083085564,-0.09508261,0.031219643,0.040358408,0.053272802,0.125710634,-0.002070253,0.087930743,0.075814459,0.04665044,0.035147374,0.094685971,-0.071856773,-0.046283368,-0.030321734,-0.088997791,-0.097856945,-0.134089645,0.063148031,0.085541499,-0.030944039,0.032580225,0.023442026,0.048225567,-0.071232777,0.022267307,-1
2,0.218519358,0.254414046,0.307744841,0.184055422,0.108989941,0.285066074,0.181203096,0.243715016,0.112602916,0.145116177,0.25281417,0.254933143,0.284647735,0.23742884,0.205133873,0.282530691,0.083090366,0.220830817,0.082849841,0.268924429,0.165775516,0.284677593,0.224736894,0.152962566,0.114204543,0.167833701,0.21457661,0.312069084,0.2502498,0.124796581,0.162508237,0.267992654,0.215997904,0.331171107,0.054670496,0.174571769,0.093654037,0.264788356,0.092418019,0.288439244,0.161413067,0.219774178,0.262898234,0.381624863,0.18704258,0.258158567,0.3155289,0.34281634,0.13851282,0.19947581,0.13083693,0.261745539,0.254800621,0.340047937,0.123670533,0.167372378,0.158292614,0.289944869,0.222119342,0.26970652,0.096564041,0.120499521,0.110134818,0.285112631,0.161706453,0.185054858,0.229482372,0.264133337,0.171685233,0.12348817,-1
3,0.326445261,0.255698549,0.014365896,0.109273421,0.075574305,-0.018881494,0.105719529,0.113182533,0.156793167,0.103313564,0.189466407,0.125145981,0.175401789,0.159391346,0.179723685,0.187020716,0.034142988,0.038025174,0.000551871,0.083701099,0.108786863,0.06659,0.094612917,0.159793015,0.009585354,-0.089876793,0.183488162,0.124619493,0.053879954,0.04292244,0.066680215,0.019064085,0.137951183,0.120137599,0.26690571,0.190587861,0.113372078,0.001856779,0.151068209,0.108230259,0.236188994,0.137029813,0.198498819,0.07587025,0.120469015,0.087446513,0.224786875,0.218376488,0.053902894,0.069494492,0.042883746,0.069724499,0.076644822,0.056805958,0.081569377,0.081947182,0.136447476,0.088574867,0.191263704,0.163051564,0.050799203,-0.046854883,0.113732026,0.128450704,0.105527954,0.02575598,0.251417446,0.096397955,0.173354267,0.100733278,-1
4,0.145437512,0.096665882,0.041449038,0.111460791,-0.078631218,-0.161940703,-0.092928841,-0.062298719,0.002960325,0.035294289,0.021010163,0.007535922,0.054823378,-0.050295258,0.035589189,0.06743937,-0.184125963,-0.137703655,-0.158865103,-0.172034183,-0.023955381,-0.021544287,-0.064949678,-0.071529814,-0.077296269,-0.14357952,0.00140661,-0.042123565,-0.035597097,-0.076060523,-0.125665292,-0.094612143,0.010261739,-0.020217789,-0.121973258,-0.076447012,-0.021743183,0.375208588,-0.254176849,0.006257705,0.000721858,0.073338017,-0.044670022,-0.050353232,-0.061994661,-0.055599355,-0.023609971,0.024077032,0.023603383,0.076973503,-0.030152769,0.053036875,0.005076596,0.046566621,0.018469749,0.005985929,-0.088997091,-0.065813516,-0.057385526,-0.045330954,-0.135975623,-0.063781036,0.087591724,0.028701419,-0.128967939,-0.079304872,-0.036812873,-0.026630377,0.022520362,-0.017395486,-1
5,0.0777182,-0.003002995,0.076264445,-0.178695653,-0.090242383,-0.004843538,0.050130772,-0.060498277,0.163548058,0.11683601,0.082713418,0.025896864,0.124024992,0.131901023,0.023282195,0.104187552,0.020478068,0.031039899,0.0204694,-0.02663764,-0.014333647,-0.042296078,0.095010488,0.133899293,0.064836081,0.084508029,0.114523927,0.138044724,0.008266167,0.122765032,-0.019367426,0.04704908,0.027143875,0.157458023,-0.051576716,-0.080477911,-0.09719072,-0.011213813,0.037199492,-0.024151761,0.149360804,0.210239723,0.05263902,0.091250761,0.070948224,0.159822091,0.053470555,0.136674409,0.194667366,0.191142379,0.113124605,0.211432889,0.039383824,0.011154083,0.070228036,0.077649551,-0.000660567,0.044285022,-0.021338452,-0.031452061,0.065672606,0.193987852,0.096595869,0.138688475,0.030722651,0.068339634,0.003728833,0.036331451,0.113395361,0.082199672,-1
6,0.172459343,0.100158185,0.231174137,0.21978257,0.005706007,-0.094594826,-0.002251333,0.028464167,0.069700704,0.091392113,0.022600763,0.007399099,0.063115824,0.06729405,0.113602906,0.110119949,-0.12322397,-0.081909635,-0.084320623,-0.06057479,-0.033562222,-0.035333944,0.15959577,0.132754503,-0.105874743,-0.145429796,0.109481843,0.106347576,0.009141352,0.033648002,-0.072287624,-0.078612407,0.091509182,0.063992599,0.075169427,0.148202337,-0.072759993,-0.060524241,0.016662041,0.00711101,0.230147667,0.166250973,0.18113396,0.13434486,0.0744076,0.03658659,0.13928521,0.189810736,0.034597457,0.074891634,0.00303192,0.08843949,0.006946254,-0.030816252,-0.072670357,-0.020574813,-0.005812684,-0.070025845,0.111565654,0.018391479,-0.04501825,-0.014731066,0.051407874,0.055733044,0.029676698,0.025234366,0.232743771,0.13809632,0.070035404,0.159717126,-1
7,0.09612216,0.07817905,0.190335358,0.213127885,-0.095476594,-0.098838371,-0.010035527,-0.103641872,0.125318538,0.034284596,0.072798073,0.018252415,0.05717113,0.087110148,0.118206209,0.119420486,-0.007361751,0.007302967,-0.034120993,-0.011074359,0.043686897,0.062122144,-0.010493823,0.031634804,-0.073767436,-0.044067243,0.016681645,-0.05162721,-0.036049434,-0.083725586,-0.109595135,-0.027914276,0.065277699,0.084195742,-0.048587664,0.033350446,-0.206640975,-0.190008976,-0.026944296,-0.100574379,-0.011710971,0.071521927,-0.110823052,-0.17761503,-0.10483582,-0.106482162,-0.018198951,0.085962771,0.073344571,0.074594469,0.064154789,0.097444964,0.014796712,-0.008168164,-0.03802488,0.060659593,-0.067168395,-0.011014073,-0.086169469,-0.005506319,-0.085208764,-0.085038163,0.131543259,0.14692686,0.008026178,-0.036697358,0.026470773,0.04642056,0.045030733,0.052828263,-1
8,0.199693133,0.170023855,0.27179826,0.236926672,-0.06786779,-0.151464011,0.008474701,0.007882851,0.083959953,0.044921307,0.143604025,0.084981452,0.164288497,0.080564606,0.162154233,0.101432064,-0.071915565,-0.054263312,-0.035502882,-0.05804286,0.088161809,0.08334947,0.10060886,0.037804816,-0.031383187,-0.118671033,0.073373701,0.075538145,0.057559995,0.010374517,0.015956493,-0.044809938,0.143946414,0.070579099,-0.05298916,0.074097903,-0.112579725,-0.100321277,-0.07358134,-0.119044374,0.238506476,0.130319079,0.079435313,-0.019228328,-0.015096286,-0.037456538,0.131570657,0.156762895,0.104675128,0.060853364,0.058500104,0.032615096,0.079357837,0.043190073,0.170777956,0.101971613,0.059306497,0.036764495,0.063128228,0.099266144,-0.058998652,-0.093059018,0.179488181,0.14697713,0.115615493,0.077895486,0.07140027,0.128995661,0.26375279,0.154290806,-1
9,0.185288395,0.171769984,0.128327599,0.192446519,0.09452611,0.153533198,0.058680798,0.066149743,0.111414517,0.113647164,0.155013207,0.127302909,0.149679437,0.036071331,0.090630936,0.097869232,0.03686237,0.129510107,-0.013397808,0.113337939,0.056212568,0.164647342,0.074906628,0.152727844,-0.018203905,0.097732846,0.16081797,0.078967852,0.140793268,0.06597317,0.04704918,0.090311474,0.158181695,0.159097959,0.027021448,0.08326358,-0.080348354,-0.065255694,-0.102017015,-0.120227256,0.036231,0.097228335,0.13595648,0.184467791,0.10091184,0.147410793,0.11073773,0.127844284,-0.010755373,-0.018232753,-0.01937362,-0.006031281,0.094963474,0.124540925,0.154662733,0.102095067,0.061747704,0.093997881,0.122855268,0.102871262,-0.015867616,-0.010913429,0.148254065,0.216183125,0.163802569,0.086557386,0.002616029,0.101717754,0.115991585,0.191476757,-1
10,0.072694929,0.064304554,-0.057203619,0.008456739,0.083904003,0.043405034,-0.013436811,-0.023710978,0.081179343,0.031169155,0.062316256,0.057874291,0.103888079,0.052542772,-0.073576644,-0.034347145,-0.034044592,-0.054353813,-0.069181803,-0.045610574,0.004295702,0.010520626,0.170531664,0.032526309,-0.045895672,0.0214938,0.017015246,0.060001045,0.030789921,0.002695718,-0.001097385,-0.001772536,0.085648326,0.161780352,0.046096384,0.052692126,-0.039621537,-0.013490481,0.016887502,-0.041111156,0.334492383,0.20054612,0.047364723,0.069479146,-0.004011042,-0.022886076,-0.088233187,0.061677915,-0.00538944,0.018154375,0.004964584,0.04236091,0.063210804,0.008665149,0.073974702,-0.052671579,0.025626899,0.029976702,0.042100975,0.069752487,-0.037664818,-0.079026335,0.10893211,0.147445064,-0.01792878,-0.026619878,0.117958537,0.098504862,-0.048670027,0.038532858,-1
11,0.152169033,0.107853493,0.297496569,0.164752289,0.05438374,0.008004784,0.148904391,0.119606874,0.108374064,0.108040435,0.079686677,0.04757243,0.037938287,0.097113245,0.097917867,0.09751913,0.053684958,0.135214514,0.056888032,0.044317493,0.045641449,0.086734427,0.075864344,0.119145081,-0.089809478,-0.042870012,0.103137566,0.154014772,-0.015550737,-0.075084859,-0.054109854,-0.006880454,0.094093224,0.106139597,-0.004804364,0.088333327,-0.036432971,-0.071812316,-0.004709494,-0.053617196,0.062618545,0.039087465,0.178064364,0.192223355,0.041962959,0.084602071,0.166897255,0.120882476,0.024088613,0.084956582,0.095771842,0.125020505,0.095921781,0.097190602,0.10532726,0.137171906,-0.01262168,-0.015526076,0.087898958,0.050573865,-0.074142295,-0.012901973,0.107208701,0.071918564,0.050692426,0.055848148,0.155644246,0.109285201,0.135245433,0.138298872,-1
12,0.022903079,-0.014095647,0.098178335,0.025170535,-0.014381481,-0.096167907,-0.092715085,-0.148327934,-0.224538958,-0.182084823,-0.037824749,-0.066445254,-0.066826519,-0.044647325,0.044707419,0.031871648,-0.137469722,-0.108118148,-0.131808339,-0.08106096,-0.032686463,-0.055821328,0.005449388,0.012562818,-0.213749533,-0.145107896,-0.07768029,-0.053940311,-0.251242588,-0.248925325,-0.139984678,-0.170275244,-0.028633167,0.061370512,0.014151373,-0.061823821,-0.132096984,-0.200326965,-0.140957379,-0.039013116,0.09433691,0.050295876,0.006992102,-0.00307369,-0.202009375,-0.183134878,0.078073261,-0.053693327,-0.027287945,0.001049917,-0.075704104,0.044210681,-0.081147487,-0.080822259,-0.130247769,-0.011360628,-0.082273476,-0.12420966,0.02327263,-0.012681435,-0.17994729,-0.196813334,0.04473508,0.057699181,-0.11991436,-0.08640477,0.054513319,-0.014873095,0.028642836,-0.029533194,-1
13,0.061117254,0.096741336,0.096451943,0.251213729,-0.080854433,0.067753727,-0.038494564,0.041768574,0.040712269,0.032574054,-0.014220994,0.009033688,0.159315408,0.078192083,0.056523663,0.082825552,0.087831827,0.035940927,0.014450955,-0.067448549,-0.033823772,-0.041306522,0.24839111,0.25681493,0.023579241,-0.055351853,0.151665239,0.16099596,-0.014222587,-0.023954957,0.016830978,0.018573449,0.061609252,0.089416484,-0.031600792,-0.05561059,-0.075323853,-0.076045469,-0.052124579,0.026457813,0.186455632,0.168838961,0.18616375,0.21534348,0.152091369,0.110981975,0.123010949,0.11421342,0.011378868,0.108756979,0.13268507,0.165226064,0.061279716,0.046475515,-0.122555496,-0.053887215,0.013533394,0.02918388,-0.025676113,0.066167453,0.167453444,0.20636292,0.132867221,0.126095488,0.103046102,0.082726706,0.014937851,0.096667171,-0.02245287,0.087192257,-1
14,0.003800624,-0.044822954,0.145073067,-0.062828634,-0.103387058,-0.072983255,-0.116666777,-0.059259991,-0.011491358,-0.019280479,-0.010481186,-0.038099875,-0.00851539,-0.085601873,-0.051339612,-0.044183472,-0.118804591,-0.116026632,-0.141481976,-0.140572556,-0.094585949,-0.122147096,-0.018195461,-0.00771946,-0.152016989,-0.095939443,-0.031538125,-0.014015647,-0.133004265,-0.16709486,-0.135383599,-0.154130975,-0.032615426,-0.053766781,-0.256722729,-0.214816801,-0.190553821,-0.248615284,-0.12893311,-0.180834499,0.032148792,-0.012460182,0.022857193,-0.006471656,-0.106959439,-0.093698821,-0.037470312,-0.042855221,-0.061132781,-0.065150487,-0.04953754,-0.044994231,-0.062800876,-0.060587979,-0.067446605,-0.112019011,-0.138376446,-0.119157763,-0.146456471,-0.109914905,-0.108928772,-0.146885161,0.030674024,0.033950525,-0.045221635,-0.071708234,-0.001860551,-0.074974089,0.029975575,-0.034855508,-1
15,0.121117461,0.068812201,0.046352727,0.014066109,-0.028817776,-0.005706615,0.038345592,0.077347885,0.018407763,-0.043828804,-0.008476712,0.011481438,0.043032844,0.041762624,0.037415368,0.029935211,-0.076317776,-0.108430947,-0.023486488,-0.003282808,-0.073580853,-0.03403094,0.142150019,0.158250239,-0.069575923,0.015207159,0.014933283,0.011018351,-0.010565177,0.001084222,-0.064978529,-0.062878818,0.030160328,0.082033792,-0.06521992,-0.002017594,-0.087869614,-0.091714687,-0.112926273,0.011150565,0.216248796,0.17195161,0.056547296,0.060009111,-0.041345837,-0.042773649,-0.017034838,-0.03084764,-0.048709958,-0.053819994,-0.070617335,-0.054741038,-0.040665695,-0.011230357,-0.106830725,-0.083684902,-0.044547374,-0.057851699,0.097823497,0.120679595,-0.038818709,-0.051506912,0.028574283,0.022187584,-0.050708312,-0.047536376,-0.011178147,-0.028626432,0.066905038,0.001716312,-1
16,0.097069193,0.026887568,-0.011118722,0.044429998,-0.098114315,-0.115692138,-0.024230643,0.030240279,-0.060134747,-0.12358852,-0.003503011,-0.008427919,0.028984902,-0.001426963,-0.003033503,-0.027177144,-0.049774648,0.037565477,-0.099502843,-0.041854244,0.006058943,0.01989185,-0.087736718,-0.028605451,-0.206356927,-0.136459356,-0.070397841,-0.057944495,-0.106629951,-0.275310801,-0.111270445,-0.104313123,-0.037282373,0.078448423,-0.051738229,0.060435815,-0.144621622,-0.186352545,-0.236465908,-0.199888049,-0.009775425,0.039931174,-0.108722738,-0.090337059,-0.138652016,-0.113504728,-0.029007469,0.00567334,-0.017662351,-0.0048375,-0.026472691,0.039019278,0.031584196,0.059351193,-0.014397478,-0.046473126,-0.084465255,-0.111964924,0.05007621,0.002758544,-0.104838383,-0.100188304,0.036901909,0.060254422,0.025124139,0.031659716,0.003849151,0.131452865,0.065988683,0.085463695,-1
17,0.061492699,0.015155649,0.035588988,-0.092776715,-0.023358989,0.034937053,0.051703773,-0.034294626,-0.043213735,0.00184485,0.000535183,-0.01461751,0.095410218,0.079442486,0.027212936,0.017545376,-0.020181223,-0.046358663,-0.038673116,-0.061299127,0.032153011,-0.013059913,-7.90E-06,0.041841649,-0.024600741,-0.038791777,0.025269448,-0.037143415,-0.140254265,-0.146376943,-0.033592258,-0.043029817,-0.019662728,0.011345098,0.056510447,0.011795491,0.088881808,0.004369932,-0.026801668,-0.011322019,0.01459648,0.010151907,0.00941747,-0.046214169,-0.020826178,-0.020334764,-0.063896596,0.018198252,-0.030029255,0.017990582,-0.053809072,0.029445398,-0.01717803,0.022782236,0.009394613,-0.073974011,-0.009404065,-0.028049691,0.020260891,-0.022901204,-0.04593974,-0.052036033,0.063094435,0.069569505,-0.040692011,-0.004648485,0.094110897,0.035580379,0.025901761,0.073666134,-1
18,0.10163651,0.041873286,0.057088062,0.031689856,-0.003617316,0.020236464,0.002388738,0.046038635,-0.0448683,-0.024040998,0.000802252,0.022514155,0.03873149,0.034874268,0.049182478,0.054481837,-0.041684991,-0.074174208,-0.012781944,-0.046969204,-0.040412942,-0.016701524,0.09466879,0.145714589,-0.044773025,-0.025149545,0.026122482,-0.02911329,-0.089617742,-0.015241687,-0.045828434,-0.040381661,0.063497129,0.074167556,-0.062768676,-0.098260004,-0.056744227,-0.036096816,0.025745068,0.017997696,0.250988732,0.113587894,-0.03439065,0.000122124,-0.048987364,-0.033644769,0.037278231,0.032235611,-0.048584294,-0.016525002,0.008577932,0.043223315,0.001243085,-0.045214441,-0.074382132,-0.085789092,-0.026572934,0.013119471,0.018823129,0.030309477,-0.059028228,-0.081701358,0.001160269,0.040575005,0.053671744,0.082513477,-0.011142849,-0.053399102,0.00017875,-0.003864426,-1
19,0.133178327,0.078215056,0.036302457,0.197217016,-0.077672751,-0.039331136,-0.024723195,-0.011551616,0.010023361,0.024407732,-0.06085987,-0.043609707,0.065310427,0.069841851,0.135401929,0.065363943,-0.133335389,-0.180833116,-0.123961799,-0.102082422,-0.07766579,-0.138266982,0.187123659,0.218599519,-0.191374179,-0.164786299,0.011910625,0.016502559,0.014052507,-0.001115575,-0.163195785,-0.159608077,0.041073682,0.015580044,-0.058800688,-0.118066751,-0.171533543,-0.173845204,-0.15368671,-0.123397467,0.223502783,0.188048932,0.027274106,0.025954175,-0.099884715,-0.093335691,0.037086437,-0.009901739,-0.003385059,-0.005756013,-0.068666671,0.005073591,-0.002773446,-0.014274467,-0.125881415,-0.142660299,-0.024150689,-0.05775934,-0.006676709,0.014550588,-0.131338103,-0.072094874,0.040125387,0.014870883,-0.070830661,-0.074589032,0.044695524,-0.058617407,0.158823891,0.033791141,-1
20,0.167118199,0.203219673,-0.134790746,-0.079241102,-0.070848355,0.028666244,-0.04639678,-0.026960957,-0.114368609,-0.069354179,-0.033368816,0.006434603,-0.028619932,-0.077330178,-0.056239809,-0.033059334,-0.163372104,-0.097889307,-0.183804333,-0.018601662,-0.09157894,-0.010776547,0.013144974,0.060451941,-0.211065363,-0.033223882,0.035104205,0.029431681,-0.14337106,-0.148766243,-0.116189622,-0.023832626,-0.032746026,0.121282107,-0.093482356,0.155881683,-0.052526048,0.038950443,0.037111437,0.047393982,0.287628109,0.177653594,0.005835658,-0.01437685,-0.115968358,-0.091696596,-0.054454669,-0.078964565,-0.082893864,-0.019849428,-0.133374275,0.002353535,-0.108607581,-0.104765253,-0.125242324,-0.034872871,-0.022189433,0.027607167,0.112796303,0.192224482,-0.176649404,-0.236386634,0.027053319,0.046389231,-0.216830507,-0.054737655,-0.026153061,0.043021635,-0.099162653,0.004696373,-1
21,0.073369736,-0.023138478,-0.177767633,-0.069205427,-0.0276847,-0.019768981,-0.06750168,-0.128707945,-0.010324268,-0.025225879,-0.020726022,-0.066379077,-0.069312062,-0.07033367,-0.09916768,-0.054289572,-0.08220388,-0.124991525,-0.063408124,-0.085395092,-0.061242695,-0.13911272,-0.019734037,-0.088469969,-0.093293387,-0.06188359,-0.026352972,-0.054620192,-0.150236623,-0.21774196,-0.048168364,-0.102556334,-0.01767532,0.016554989,-0.084551852,-0.082980359,-0.030999984,-0.107679194,-0.016831334,-0.115749831,0.189853213,0.058432655,-0.077841388,-0.069491806,-0.067643418,-0.097007827,-0.055228683,-0.018831849,-0.057270896,-0.052999473,-0.060860328,-0.033141115,-0.034157853,-0.11267667,-0.115708679,-0.104276318,-0.03483388,-0.04853851,-0.001377166,-0.003456991,-0.14637454,-0.182814052,-0.030015732,-0.012659275,-0.128989946,-0.067857419,-0.058814902,-0.06056521,-0.115178947,-0.096099679,-1
22,-0.013301874,-0.017746594,0.15295198,0.251384635,-0.0067529,-0.025941552,-0.042672458,-0.019713753,0.014170924,-0.008397855,0.024753076,0.002066868,0.146278573,0.044061043,0.057935295,0.098447186,-0.056033263,-0.033650084,-0.009859804,0.007277828,-0.061570695,-0.076501516,0.038060698,0.012666865,-0.042985273,0.017688459,0.047501548,0.092327878,-0.001536301,-0.057432387,-0.025512768,-0.012989863,0.075601662,0.093350551,-0.019443865,0.085590739,-0.095799287,0.043029636,-0.005603067,0.05317557,0.053059413,0.017963375,0.089224277,0.029616277,0.007776015,-0.005870749,0.14914392,0.139876806,-0.046675939,0.063891457,-0.071597571,0.092337385,-0.002617493,-0.04545821,-0.04431048,-0.017991722,-0.04871232,-0.012523955,-0.073166448,-0.025387076,-0.102958875,-0.130527296,-0.013090537,0.029185055,-0.040748505,-0.028179649,-0.058186659,0.034462806,0.103597027,-0.05498751,-1
23,0.215526432,0.129908009,0.215965368,0.148388662,-0.040672159,0.009612141,-0.041140753,0.010789699,-0.006814475,0.002972289,0.123177222,0.126675172,0.112422511,-0.04388671,0.119222247,0.099366174,0.110931357,0.072812988,0.041310744,0.130027786,0.027724724,-0.003955178,0.015160518,-0.042146885,-0.036011957,0.041643391,0.091344725,0.11924756,-0.013584437,-0.080712692,-0.052936822,0.050646915,0.039739191,0.083654815,0.054476468,0.004362047,-0.070087106,-0.018114307,0.05545457,-0.01298896,0.234507253,0.139836966,0.194792438,0.165885665,0.030552546,0.102173037,0.082560682,0.077749683,0.048625153,0.074735019,-0.011048195,0.099814808,0.006436116,0.005655913,0.049201506,0.11322846,0.02085383,0.065280412,0.051112952,0.123496805,0.032763993,-0.003647602,0.036902577,0.062441139,0.011077952,-0.007599174,-0.03789306,0.039378537,-0.022136873,0.023727104,-1
24,0.034018165,0.014829122,0.034186565,0.134998689,-0.000461816,-0.152375273,-0.01174324,-0.001105931,-0.085648462,-0.091350724,0.012822576,-0.032697702,-0.030796644,-0.001984466,0.031107401,0.090395243,-0.07788929,-0.13625901,-0.044482475,-0.076811322,-0.097188401,-0.057593204,0.0118721,0.027744421,-0.151561751,-0.186429652,-0.039172919,-0.010730619,-0.190369031,-0.213745956,-0.126090504,-0.200059386,0.014272724,-0.000240223,-0.112815935,-0.112625626,-0.144486949,-0.150715287,-0.100337326,-0.136175113,0.145983283,0.085411752,0.07957391,-0.011814426,-0.018868398,-0.093796879,-0.025498861,-0.006770369,-0.030858729,0.013248104,-0.134675521,0.016917237,-0.053549747,-0.094603608,-0.196966251,-0.100322213,-0.020537985,-0.063807323,-0.014264877,0.022994055,-0.243670506,-0.184729915,-0.06565572,-0.001206541,-0.022210639,-0.038776088,0.028247786,0.016546352,0.0240136,-0.006140483,-1
25,0.029223122,0.05661165,0.096128437,-0.214236182,0.020647738,-0.000654039,-0.153102347,-0.119024284,-0.345058951,-0.183547931,-0.066212301,-0.046802252,-0.110025377,-0.093293871,-0.03376738,0.039823159,-0.13479571,-0.165109602,-0.121759061,-0.111749206,-0.042053376,-0.052056491,-0.022661623,0.028034902,-0.181431668,-0.093222758,0.0488706,0.005019561,-0.212957418,-0.224117932,-0.087595003,-0.090134542,0.019966362,0.035575039,-0.075089837,-0.079893908,-0.09994658,-0.084235214,-0.078327605,-0.056828889,0.117968211,0.065811121,0.010598349,-0.089639372,-0.202802197,-0.135491739,-0.15524056,0.027528974,-0.045970022,-0.043179576,-0.13641008,-0.066658786,-0.071120778,-0.02754059,-0.06005273,-0.084452807,-0.042452794,-0.005689085,0.016832281,0.06588365,-0.258154812,-0.147144264,-0.072135916,0.005080934,-0.109019734,4.12E-05,0.020589606,0.016842889,-0.08458025,0.02103507,-1
26,0.097276502,0.078683725,0.244991855,0.155309457,0.068496288,-0.066178052,0.021037433,0.022625285,-0.034614373,0.015482076,0.032301176,0.024414038,0.037915439,0.028877154,0.126519651,0.054498205,-0.087706807,-0.05220688,-0.040239686,-0.002354185,-0.086238034,0.069341196,0.106352978,0.026429506,-0.020416052,-0.050014326,0.055438678,0.023363733,0.043195463,0.011650342,-0.067298123,-0.079983692,0.097000519,0.106280583,0.029149721,0.031890335,-0.030662898,0.094971545,0.010990699,0.014187488,0.173562414,0.110338046,0.069487693,0.018349942,0.009532411,-0.014116824,0.163366727,0.215886018,0.156008488,0.115930917,0.046078805,0.136598584,0.101392816,0.135873133,-0.037886604,0.088890088,0.024331512,0.01729648,0.115910958,0.091783307,0.004518922,-0.033379114,0.075080582,0.103058504,-0.012505166,-0.042582499,0.118666831,0.100729901,0.075654927,0.13901884,-1
